ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isLuckCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,pad_0,oldSortId,pad_1
101000,Parrying Dagger,2000,11,199000,0.5,0,400,100,50,13,85,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,0,101000,101000,101000,101000,101000,101000,101005,101005,101005,101005,101005,101010,101010,101010,101010,101010,1,1,1,1,100700,100710,100720,107,2,200,200,1,10,54,0,0,0,10,5,0,0,26,0,-1,16,31,-1,7,0,0,20,2,0,50,50,0,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,[0|0|0|0|0|0|0|0]
101100,Parrying Dagger [Crystal],2000,12,199000,0.5,0,400,100,1,13,85,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,100,101010,101010,101010,101010,101010,101010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,107,2,20,20,1,10,54,0,0,0,10,5,0,0,26,100,-1,17,31,-1,7,0,0,20,2,0,50,50,0,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,5,0,1,0,0,12,[0|0|0|0|0|0|0|0]
101200,Parrying Dagger [Lightning],2000,13,199000,0.5,0,400,100,500,0,0,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,200,101010,101010,101010,101010,101010,101010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,107,2,200,200,1,10,54,0,0,54,10,5,0,0,26,200,-1,18,31,-1,7,0,0,20,2,0,50,50,0,6,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10,0,1,0,0,13,[0|0|0|0|0|0|0|0]
101300,Parrying Dagger [Raw],2000,14,199000,0.5,0,400,100,50,10,64,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,300,101005,101005,101005,101005,101005,101005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,107,2,200,200,1,10,62,0,0,0,10,5,0,0,26,300,-1,19,31,-1,7,0,0,20,2,0,50,50,0,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,15,0,1,0,0,14,[0|0|0|0|0|0|0|0]
101400,Parrying Dagger [Magic],2000,15,199000,0.5,0,400,100,50,4,24,71,0,45,10,30,30,-1,-1,-1,-1,-1,-1,400,101005,101005,101005,101005,101005,101005,101405,101405,101405,101405,101405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,107,2,200,200,1,10,41,44,0,0,10,5,0,0,26,400,-1,20,31,-1,7,0,0,20,2,0,50,50,1,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,20,0,1,0,0,15,[0|0|0|0|0|0|0|0]
101500,Parrying Dagger [Enchanted],2000,16,199000,0.5,0,400,100,50,3,17,69,0,45,10,30,30,-1,-1,-1,-1,-1,-1,500,101405,101405,101405,101405,101405,101405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,107,2,200,200,1,10,41,43,0,0,10,5,0,0,26,500,-1,21,31,-1,7,0,0,20,2,0,50,50,1,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,22,0,1,0,0,16,[0|0|0|0|0|0|0|0]
101600,Parrying Dagger [Divine],2000,17,199000,0.5,0,400,100,100,5,33,0,70,45,10,30,30,-1,-1,-1,-1,-1,-1,600,101005,101005,101005,101005,101005,101005,101605,101605,101605,101605,101605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,107,2,200,200,1,10,36,45,0,0,10,5,0,0,26,600,-1,22,31,-1,7,0,0,20,2,0,50,50,1,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,25,0,1,0,0,17,[0|0|0|0|0|0|0|0]
101700,Parrying Dagger [Occult],2000,18,199000,0.5,0,400,100,100,5,31,0,82,45,10,30,30,-1,-1,-1,-1,-1,-1,700,101605,101605,101605,101605,101605,101605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,107,2,200,200,1,10,37,41,0,0,10,5,0,0,26,700,-1,23,31,-1,7,0,0,20,2,0,50,50,1,1,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,30,0,1,0,0,18,[0|0|0|0|0|0|0|0]
101800,Parrying Dagger [Fire],2000,19,199000,0.5,0,400,100,50,0,0,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,800,101005,101005,101005,101005,101005,101005,101805,101805,101805,101805,101805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,107,2,200,200,1,10,54,0,54,0,10,5,0,0,26,800,-1,24,31,-1,7,0,0,20,2,0,50,50,0,2,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,35,0,1,0,0,19,[0|0|0|0|0|0|0|0]
101900,Parrying Dagger [Chaos],2000,20,199000,0.5,0,400,100,50,0,0,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,900,101805,101805,101805,101805,101805,101805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,107,2,200,200,1,10,47,0,55,0,10,5,0,0,26,900,-1,25,31,-1,7,0,0,20,2,0,50,50,0,2,71,0,10,5,14,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,40,0,1,0,0,20,[0|0|0|0|0|0|0|0]
102000,Ghost Blade,2003,31,199000,0.5,0,200,2000,100,12,0,0,0,45,10,30,30,-1,-1,-1,-1,-1,-1,1200,102000,102000,102000,102000,102000,102000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101300,101310,101320,103,3,100,100,1,10,110,0,0,0,10,5,0,0,26,1200,-1,-1,27,-1,7,0,0,20,2,0,50,50,0,1,120,0,10,5,0,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,45,0,1,0,0,31,[0|0|0|0|0|0|0|0]
103000,Bandit's Knife,2001,21,199000,1,1,400,100,50,13,85,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,0,103000,103000,103000,103000,103000,103000,103005,103005,103005,103005,103005,103010,103010,103010,103010,103010,1,1,1,1,100700,100710,100720,101,4,200,200,1,10,56,0,0,0,10,5,0,0,26,0,-1,16,47,-1,7,0,0,20,2,0,50,50,0,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,21,[0|0|0|0|0|0|0|0]
103100,Bandit's Knife [Crystal],2001,22,199000,1,1,400,100,1,13,85,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,100,103010,103010,103010,103010,103010,103010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,101,4,20,20,1,10,56,0,0,0,10,5,0,0,26,100,-1,17,47,-1,7,0,0,20,2,0,50,50,0,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,5,0,1,0,0,22,[0|0|0|0|0|0|0|0]
103200,Bandit's Knife [Lightning],2001,23,199000,1,1,400,100,500,0,0,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,200,103010,103010,103010,103010,103010,103010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,101,4,200,200,1,10,56,0,0,56,10,5,0,0,26,200,-1,18,47,-1,7,0,0,20,2,0,50,50,0,6,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,23,[0|0|0|0|0|0|0|0]
103300,Bandit's Knife [Raw],2001,24,199000,1,1,400,100,50,10,64,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,300,103005,103005,103005,103005,103005,103005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,101,4,200,200,1,10,64,0,0,0,10,5,0,0,26,300,-1,19,47,-1,7,0,0,20,2,0,50,50,0,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,15,0,1,0,0,24,[0|0|0|0|0|0|0|0]
103400,Bandit's Knife [Magic],2001,25,199000,1,1,400,100,50,4,24,71,0,45,10,30,30,6400,-1,-1,-1,-1,-1,400,103005,103005,103005,103005,103005,103005,103405,103405,103405,103405,103405,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,101,4,200,200,1,10,42,46,0,0,10,5,0,0,26,400,-1,20,47,-1,7,0,0,20,2,0,50,50,1,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,0,1,0,0,25,[0|0|0|0|0|0|0|0]
103500,Bandit's Knife [Enchanted],2001,26,199000,1,1,400,100,50,3,17,69,0,45,10,30,30,6400,-1,-1,-1,-1,-1,500,103405,103405,103405,103405,103405,103405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100800,100810,100820,101,4,200,200,1,10,42,45,0,0,10,5,0,0,26,500,-1,21,47,-1,7,0,0,20,2,0,50,50,1,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,0,1,0,0,26,[0|0|0|0|0|0|0|0]
103600,Bandit's Knife [Divine],2001,27,199000,1,1,400,100,100,5,33,0,70,45,10,30,30,6400,-1,-1,-1,-1,-1,600,103005,103005,103005,103005,103005,103005,103605,103605,103605,103605,103605,-1,-1,-1,-1,-1,1,1.1,1,1,100900,100910,100920,101,4,200,200,1,10,38,46,0,0,10,5,0,0,26,600,-1,22,47,-1,7,0,0,20,2,0,50,50,1,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,0,1,0,0,27,[0|0|0|0|0|0|0|0]
103700,Bandit's Knife [Occult],2001,28,199000,1,1,400,100,100,5,31,0,82,45,10,30,30,6400,-1,-1,-1,-1,-1,700,103605,103605,103605,103605,103605,103605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,100900,100910,100920,101,4,200,200,1,10,38,42,0,0,10,5,0,0,26,700,-1,23,47,-1,7,0,0,20,2,0,50,50,1,1,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,28,[0|0|0|0|0|0|0|0]
103800,Bandit's Knife [Fire],2001,29,199000,1,1,400,100,50,0,0,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,800,103005,103005,103005,103005,103005,103005,103805,103805,103805,103805,103805,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,101,4,200,200,1,10,56,0,56,0,10,5,0,0,26,800,-1,24,47,-1,7,0,0,20,2,0,50,50,0,2,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35,0,1,0,0,29,[0|0|0|0|0|0|0|0]
103900,Bandit's Knife [Chaos],2001,30,199000,1,1,400,100,50,0,0,0,0,45,10,30,30,6400,-1,-1,-1,-1,-1,900,103805,103805,103805,103805,103805,103805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,101000,101010,101020,101,4,200,200,1,10,49,0,57,0,10,5,0,0,26,900,-1,25,47,-1,7,0,0,20,2,0,50,50,0,2,72,0,10,6,12,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,40,0,1,0,0,30,[0|0|0|0|0|0|0|0]
104000,Priscilla's Dagger,2002,41,199000,1,1,200,10000,5000,0,122,0,0,45,10,30,30,6410,-1,-1,-1,-1,-1,1100,104000,104000,104000,104000,104000,104000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1.1,1,101100,101110,101120,104,5,100,100,1,10,80,0,0,0,10,5,0,0,26,1100,104,-1,0,-1,7,0,0,20,2,0,50,50,0,1,73,0,10,6,20,0,0,99,0,0,10,20,0,1,0,0,0,40,40,40,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,41,[0|0|0|0|0|0|0|0]
199000,[Ghost] Dagger,2000,51,199000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,2001,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,7,0,0,20,2,0,50,50,0,1,0,0,10,0,0,0,0,99,0,0,10,20,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,[0|0|0|0|0|0|0|0]
200000,Shortsword,2300,101,299000,2,0,400,200,50,51,51,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,0,200000,200000,200000,200000,200000,200000,200005,200005,200005,200005,200005,200010,200010,200010,200010,200010,1,1,1,1,100700,100710,100720,207,6,200,200,1,10,78,0,0,0,20,20,0,0,32,0,-1,16,0,-1,7,0,1,23,2,0,50,50,0,1,0,0,10,8,10,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,101,[0|0|0|0|0|0|0|0]
200100,Shortsword [Crystal],2300,102,299000,2,0,400,200,1,51,51,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,100,200010,200010,200010,200010,200010,200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,207,6,20,20,1,10,78,0,0,0,20,20,0,0,32,100,-1,17,0,-1,7,0,1,23,2,0,50,50,0,1,0,0,10,8,10,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,5,0,1,0,0,102,[0|0|0|0|0|0|0|0]
200200,Shortsword [Lightning],2300,103,299000,2,0,400,200,500,0,0,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,200,200010,200010,200010,200010,200010,200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,100700,100710,100720,207,6,200,200,1,10,78,0,0,78,20,20,0,0,32,200,-1,18,0,-1,7,0,1,23,2,0,50,50,0,6,0,0,10,8,10,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10,0,1,0,0,103,[0|0|0|0|0|0|0|0]
200300,Shortsword [Raw],2300,104,299000,2,0,400,200,50,38,38,0,0,50,10,35,35,-1,-1,-1,-1,-1,-1,300,200005,200005,200005,200005,200005,200005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,207,6,200,200,1,10,90,0,0,0,20,20,0,0,32,300,-1,19,0,-1,7,0,1,23,2,0,50,50,0,1,0,0,10,8,10,0,0,99,0,0,10,20,0,2,0,0,0,40,40,40,38,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,15,0,1,0,0,104,[0|0|0|0|0|0|0|0]
